X,Y,OBJECTID,Codice Loc,Cod.Linea,Nome Local,DOIT,Tipologia,Nome dell',CODICE LIN,Categoria,Circolazio,Link - Url,Tariffa St,SCT,GlobalID,x,y,icon_url
12.2669979323931,45.7777051998581,"962","28260",J037,SPRESIANO,Venezia,Stazione,,VE05,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{F0B69C83-A299-4FF8-861D-6BBDCED0E378},"1365555.9633961364","5744797.602436208",./0.png
12.265674902363,45.7101631836275,"963","28300",J037,LANCENIGO,Venezia,Fermata,,VE05,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{737934CA-F926-44DF-8CE1-18A8EC596C24},"1365408.6843668863","5734023.698726784",./1.png
12.2464572293213,45.659736526813,"965","28340",J037,TREVISO CENTRALE,Venezia,Stazione,TREVISO CENTRALE,VE05,Gold,CA di Venezia-Trieste,,GOLD,NORD EST,{DDEE577A-6D6D-4899-975F-7A8BF9C71EF2},"1363269.3827896565","5725988.422230293",./4.png
12.2326424384064,45.6283112936475,"966","28350",J037,S.TROVASO,Venezia,Fermata,,VE05,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{BD17AA44-423A-4613-BBB6-1D83B550D90B},"1361731.5272995876","5720984.602699034",./1.png
12.2313879480193,45.6037510997434,"967","28360",J037,PREGANZIOL,Venezia,Fermata,,VE05,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{C99CE76D-3B2E-45B4-B070-B3B018EC0D96},"1361591.8780684944","5717075.851617061",./0.png
12.2327599487545,45.5620411145185,"968","28400",R003,MOGLIANO VENETO,Venezia,Stazione,,VE05,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{33D87281-373C-4C32-B34B-7EF9B127E419},"1361744.6084917027","5710441.632559626",./0.png
12.2257637421424,45.5133123470555,"970","28410",R003,VENEZIA MESTRE OSPEDALE,Venezia,Fermata,,VE05,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{0A8E90AB-B320-4445-9E9D-EE9C55DBF98B},"1361084.7879684079","5703609.166009971",./0.png
11.9209025480233,45.3942578611147,"972","28680",J025,PADOVA INTERPORTO,Venezia,Stazione,PADOVA INTERPORTO,VE06,,CA di Venezia-Trieste,,,NORD EST,{4C86E665-F1D3-47D4-AC8B-E8B5A0DF75E0},"1327028.8014421926","5683804.34358344",./2.png
11.6107178006682,45.57865791194,"974","28730",K086,LISIERA,Venezia,Fermata,,VE08,,CA di Venezia-Trieste,,,NORD EST,{00B1F96D-DBC0-467C-8E7E-03A2B2DAC3E0},"1292499.1933147854","5713084.041540408",./2.png
11.6731749070843,45.6051113821391,"975","28740",K086,S.PIETRO IN GU',Venezia,Stazione,S.PIETRO IN GU',VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{19E43366-4DEF-4369-A111-A00FDC522108},"1299451.8865974434","5717292.2955771675",./1.png
11.7149035310928,45.6214311859741,"976","28820",K086,CARMIGNANO DI BRENTA,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{56068FE8-5130-471F-BE1E-815F2F287033},"1304097.0957735728","5719889.461992005",./1.png
11.7490492817076,45.6347996931143,"977","28840",K086,FONTANIVA,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{E09681FD-66F6-46A4-98F2-754250BFE4F0},"1307898.1833447656","5722017.516443199",./1.png
11.7898764548658,45.6439443865432,"978","28860",K086,CITTADELLA,Venezia,Stazione,CITTADELLA,VE08,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{63B3E291-628B-4A19-BB48-9BC396C8522D},"1312443.0434712707","5723473.4991107695",./0.png
11.8280851062213,45.6529773440292,"979","28880",K087,GALLIERA VENETA-TOMBOLO,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{47BFB176-EED8-4001-82C0-55DFE2006B60},"1316696.4110840631","5724911.924959879",./1.png
11.8572385107819,45.6560047797817,"980","28900",K087,S.MARTINO DI LUPARI,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{1BFAD603-86DD-4039-8488-21F22F1BD1A0},"1319941.7532346307","5725394.071668546",./1.png
11.9343288303099,45.6665110494543,"981","28940",K079,CASTELFRANCO VENETO,Venezia,Stazione,CASTELFRANCO VENETO,VE08,Gold,CA di Venezia-Trieste,,GOLD,NORD EST,{1B95BCD0-5E5E-4D8A-9B57-D06E886584F8},"1328523.4083495773","5727067.492997872",./4.png
12.0151173073758,45.6703417748854,"982","28980",K088,ALBAREDO,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{FB1C5240-9C08-48B1-A34E-5147A27D0394},"1337516.7404785212","5727677.722768877",./1.png
12.1027982990127,45.6766103823935,"983","29020",K088,ISTRANA,Venezia,Stazione,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{90E94B1B-EA38-4A6B-A554-84591000E254},"1347277.3438197966","5728676.394205305",./1.png
12.1616876817411,45.669278509062,"984","29060",K088,PAESE,Venezia,Fermata,,VE08,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{0D5B42FF-3ED3-4ED6-A514-57B98C815B7F},"1353832.8799182442","5727508.341665581",./1.png
11.7009124661653,45.9653937545298,"986","29100",K221,PRIMOLANO,Venezia,Stazione,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{22194C9A-6DD4-4C9A-950D-2024D96E8ADB},"1302539.6175501926","5774805.27838198",./1.png
11.729294005877,45.9197334997369,"987","29120",K221,CISMON DEL GRAPPA,Venezia,Stazione,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{F82A8672-54AB-4A56-A628-001C7977CB7C},"1305699.0360988202","5767495.7740510125",./1.png
11.6922621330969,45.8977732626405,"988","29125",K221,S.MARINO,Venezia,Fermata,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{4D2DF9D0-00F9-4774-BDD4-3A07FE3D3D64},"1301576.666877822","5763982.420142854",./1.png
11.6611979924494,45.8601987286371,"989","29140",K221,CARPANE'-VALSTAGNA,Venezia,Stazione,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{C2AF059C-C8CE-43EB-9E93-DC3B9B7EAAC6},"1298118.6225590068","5757974.20177384",./1.png
11.6913384326034,45.838191901944,"990","29150",K221,S.NAZARIO,Venezia,Fermata,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{CE78974F-E08B-465D-9CD8-65CE3101B4AA},"1301473.8410092453","5754457.165985244",./1.png
11.7213535835835,45.8155139340779,"991","29155",K221,SOLAGNA,Venezia,Fermata,,VR34,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{54BC9116-4C93-4E44-9AF9-6949EA47B8D4},"1304815.1123324304","5750834.3262698855",./1.png
11.7415360056532,45.7667683817623,"992","29220",K089,BASSANO DEL GRAPPA,Venezia,Stazione,,VE31,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{B8FF54E3-1404-4353-A8AA-4BF146D2CFED},"1307061.809280207","5743052.140971662",./0.png
11.7958874885496,45.7323673128219,"993","29230",K091,CASSOLA,Venezia,Fermata,,VE31,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{865734D6-AF48-4231-9A2F-7604717EE365},"1313112.1886800837","5737564.1324270135",./1.png
11.8776045211067,45.6881579911365,"994","29260",K091,CASTELLO DI GODEGO,Venezia,Stazione,,VE31,Silver,CA di Venezia-Trieste,,SILVER,NORD EST,{3F834A1E-35B0-4E62-AAA6-889A3CDAD338},"1322208.8871334773","5730516.372719339",./0.png
11.9642630733511,45.6341572623234,"995","29290",K092,RESANA,Venezia,Fermata,,VE31,Bronze,CA di Venezia-Trieste,,BRONZE,NORD EST,{374B2425-BB17-4902-A60B-B3EF5262F1D9},"1331855.6730422128","5721915.240033435",./1.png
